級,四字熟語,読み,意味
2級,青藍氷水,せいらんひょうすい,弟子が師よりもすぐれた者になることのたとえ。「青藍」は、青い染料は藍の草から取るのに、もとの藍よりも青いということ。「氷水」は、氷は水からできるのに、もとの水よりも冷たいということ。二つを並べて、学びによって人はもとを超えられると説いた『荀子』の一節にある言葉。
2級,赤手空拳,せきしゅくうけん,誰から手を借りることなく、自分の力だけで物事を行うこと。武器を持たずに、素手で敵に向かっていくという意味から。 「赤手」は素手。「空拳」は手に何も持たない拳だけのこと。
2級,刹那主義,せつなしゅぎ,未来や過去のことを考えず、今が楽しければそれでよいという考えのこと。「刹那」は仏教の言葉で、非常に短い時間、一瞬のこと。
2級,煎水作氷,せんすいさくひょう,絶対に不可能なこと。または、見当違いなやり方では、目的を果たすことは出来ないということ。「煎」は煮るということ。 氷を作るために水を煮るという意味から。「水を煎（に）て氷を作る」とも読む。 「煎水作冰」とも書く。
2級,戦戦慄慄,せんせんりつりつ,恐怖で震えてびくびくする様子。「戦慄」は恐怖で震えるという意味で、重ねて意味を強調した言葉。
2級,舌端月旦,ぜったんげったん,言葉で人を批評すること。「舌端」は口先、言葉。「月旦」は人の批評をすること。または、月の始めの日のこと。中国の後漢の時代の許劭は、若い頃に従兄の許靖や故郷の人を毎月の初めに批評していたという故事から。
2級,痩骨窮骸,そうこつきゅうがい,老いて衰えた体のこと。「痩骨」と「窮骸」はどちらも細くなって衰弱した体のこと。
2級,堆金積玉,たいきんせきぎょく,巨万の富を集めること。「堆」と「積」は積み上げること。 「金」と「玉」は金や宝石などのこと。金や宝石などの財宝を積み上げるという意味から。
2級,大賢虎変,たいけんこへん,すぐれた賢者が、時の流れに合わせて、日々自己変革すること。または、すぐれた統治者の制度変革によって、古い制度が新しくてより良い制度に改められること。「大賢」は徳があって立派な人。「虎変」は虎の毛が美しく立派に生え変わること。見事に変化や改革をすることのたとえ。
2級,戴月披星,たいげつひせい,夜明け前から夜遅くまで精一杯仕事をすること。「披星」は星を披るということから、夜が明ける前という意味。「戴月」は月を戴くということから、夜遅くという意味。「戴月披星」ともいう。
2級,大人虎変,たいじんこへん,すぐれた賢者が、時の流れに合わせて、日に日に自己変革すること。または、すぐれた統治者の制度変革によって、古い制度が新しくてよりよい制度に改められること。「大人」は徳があって立派な人、「虎変」は虎の毛が美しく立派に生え変わることから、変化や改革を見事にすることのたとえ。
2級,体貌閑雅,たいぼうかんが,容姿が落ち着いていて上品な様子。「体貌」は体つきと容貌、姿かたちのこと。「閑雅」は品があって落ち着いていること。
2級,戴盆望天,たいぼんぼうてん,一度に二つのことを同時にすることは出来ないということのたとえ。頭に盆を載せたままでは、盆が邪魔になって天を見上げることは出来ないという意味から。司馬遷が死刑を宣告された友人に送ったとされる手紙の一節から。「盆を戴（いだ）きて天を望む」とも読む。
2級,断崖絶壁,だんがいぜっぺき,非常に険しい崖のこと。または、非常に危険な状況。「断崖」と「絶壁」はどちらも非常に切り立った崖のことで、同じ意味の言葉を重ねて強調した言葉。
2級,池魚籠鳥,ちぎょろうちょう,束縛された境遇のたとえで、主に宮仕えの役人のこと。また、不自由な暮らしのこと。不自由な境遇を「池の魚」と「籠（かご）の鳥」にたとえたもの。
2級,中秋玩月,ちゅうしゅうがんげつ,仲秋の夜に月を見て楽しむ宴会を催すこと。「中秋」は仲秋のことで、仲秋は秋を三分割した中の月のことで、陰暦八月十五日のこと。「玩月」は月を見ること。または、愛でること。 「仲秋翫月」とも書く。
2級,長袖善舞,ちょうしゅうぜんぶ,前もってしっかりと準備してことに臨めば成功しやすいということ。または、元手や資質があれば成功しやすいということ。袖が長い服のほうが、袖の短い服よりも舞う時に美しく見えるということから。「長袖（ちょうしゅう）善く舞う」とも読む。
2級,朝成暮毀,ちょうせいぼき,建物を頻繁に壊したり、作ったりすること。建物を朝には完成させて、夜には壊すということから。「朝（あした）に成り暮れに毀（こぼ）つ」とも読む。
2級,張眉怒目,ちょうびどもく,怒った顔を言い表す言葉。眉を吊り上げて、目を大きく見開くということから。「眉（まゆ）を張り目を怒（いか）らす」とも読む。
2級,頂門金椎,ちょうもんのきんつい,要点を的確に突く戒めや忠告のこと。「頂門」は頭頂部。 「金椎」は金槌。急所である頭頂部を、金槌で確実に叩くという意味から。
2級,沈鬱頓挫,ちんうつとんざ,詩文に深い意味を込めすぎて、意味がなかなか理解できないこと。「沈鬱」は気分が落ち込んでいて晴れないという意味から、文章に深い意味があって重いということ。「頓挫」は途中でつまづくという意味から、筆勢が急に柔らかくなるということで、文章の調子に変化があることをいう。
